,event,gender,year,meantime,meantime_demeanor,meantime_demeaned,event_name
2491,5056,F,2002,168.60833333333332,10259.197777777776,-2.3782962962962606,Clevaland
2492,5056,F,2004,175.49166666666667,10259.197777777776,4.505037037037073,Clevaland
2493,5056,F,2005,177.3,10259.197777777776,6.313370370370406,Clevaland
2494,5056,F,2007,168.68333333333334,10259.197777777776,-2.3032962962962604,Clevaland
2495,5056,F,2009,177.81666666666666,10259.197777777776,6.830037037037073,Clevaland
2496,5056,F,2010,177.90666666666667,10259.197777777776,6.9200370370370665,Clevaland
2497,5056,F,2011,168.18333333333334,10259.197777777776,-2.8032962962962604,Clevaland
2498,5056,F,2012,162.04166666666666,10259.197777777776,-8.944962962962927,Clevaland
2499,5056,F,2015,169.70555555555558,10259.197777777776,-1.281074074074028,Clevaland
2500,5056,F,2016,172.21666666666667,10259.197777777776,1.2300370370370728,Clevaland
2501,5056,F,2017,169.325,10259.197777777776,-1.6616296296295938,Clevaland
2502,5056,F,2018,175.8388888888889,10259.197777777776,4.852259259259305,Clevaland
2503,5056,F,2019,173.45833333333334,10259.197777777776,2.4717037037037395,Clevaland
2504,5056,M,2000,166.99166666666667,10175.358201200259,-2.597636686670982,Clevaland
2505,5056,M,2001,169.0263888888889,10175.358201200259,-0.5629144644487496,Clevaland
2506,5056,M,2002,166.1348484848485,10175.358201200259,-3.45445486848915,Clevaland
2507,5056,M,2003,168.7525641025641,10175.358201200259,-0.836739250773553,Clevaland
2508,5056,M,2004,172.02380952380952,10175.358201200259,2.4345061704718622,Clevaland
2509,5056,M,2005,171.09242424242424,10175.358201200259,1.5031208890865855,Clevaland
2510,5056,M,2006,167.64270833333333,10175.358201200259,-1.9465950200043154,Clevaland
2511,5056,M,2007,164.0611111111111,10175.358201200259,-5.528192242226548,Clevaland
2512,5056,M,2008,171.721875,10175.358201200259,2.132571646662351,Clevaland
2513,5056,M,2009,167.30777777777777,10175.358201200259,-2.2815255755598627,Clevaland
2514,5056,M,2010,169.5922222222222,10175.358201200259,0.0029188688845655027,Clevaland
2515,5056,M,2011,170.50752688172042,10175.358201200259,0.9182235283827747,Clevaland
2516,5056,M,2012,172.51376811594204,10175.358201200259,2.9244647626043845,Clevaland
2517,5056,M,2015,170.58928571428572,10175.358201200259,0.99998236094807,Clevaland
2518,5056,M,2016,172.4633333333333,10175.358201200259,2.874029979995673,Clevaland
2519,5056,M,2017,173.0525641025641,10175.358201200259,3.463260749226447,Clevaland
2520,5056,M,2018,173.48636363636362,10175.358201200259,3.897060283025985,Clevaland
2521,5056,M,2019,165.64722222222224,10175.358201200259,-3.9420811311154162,Clevaland
2522,5061,F,2000,168.58333333333334,10293.53220899471,-2.9755368165784906,Columbus
2523,5061,F,2001,166.81666666666666,10293.53220899471,-4.742203483245158,Columbus
2524,5061,F,2002,170.45,10293.53220899471,-1.1088701499118239,Columbus
2525,5061,F,2003,173.00416666666666,10293.53220899471,1.4452965167548428,Columbus
2526,5061,F,2004,179.0,10293.53220899471,7.441129850088176,Columbus
2527,5061,F,2006,176.20833333333334,10293.53220899471,4.649463183421509,Columbus
2528,5061,F,2007,172.57222222222222,10293.53220899471,1.0133520723104084,Columbus
2529,5061,F,2008,177.18333333333334,10293.53220899471,5.6244631834215095,Columbus
2530,5061,F,2010,175.10833333333332,10293.53220899471,3.5494631834215093,Columbus
2531,5061,F,2011,170.09444444444443,10293.53220899471,-1.4644257054673895,Columbus
2532,5061,F,2012,171.47857142857143,10293.53220899471,-0.0802987213403867,Columbus
2533,5061,F,2013,172.64761904761906,10293.53220899471,1.088748897707228,Columbus
2534,5061,F,2014,170.52708333333334,10293.53220899471,-1.0317868165784907,Columbus
2535,5061,F,2015,169.665,10293.53220899471,-1.89387014991183,Columbus
2536,5061,F,2016,171.04500000000002,10293.53220899471,-0.5138701499118118,Columbus
2537,5061,F,2017,162.29166666666666,10293.53220899471,-9.267203483245158,Columbus
2538,5061,F,2018,171.20333333333335,10293.53220899471,-0.35553681657847847,Columbus
2539,5061,F,2019,170.18055555555557,10293.53220899471,-1.3783145943562582,Columbus
2540,5061,M,2000,167.24097222222224,10183.027902494763,-2.4761594860238194,Columbus
2541,5061,M,2001,169.98229166666667,10183.027902494763,0.2651599584206148,Columbus
